model_size,split,utt_id,ground_truth,hypothesis_raw,wer,transcribe_seconds,duration_seconds,reference_word_count
base,test-clean,1580-141083-0042,MY SCHOLAR HAS BEEN LEFT VERY POOR BUT HE IS HARD WORKING AND INDUSTRIOUS HE WILL DO WELL," My scholar has been left very poor, but he is hard working and industrious. He will do well.",0.0,0.275968074798584,5.865,18
base,test-clean,260-123288-0002,THE ATMOSPHERE IS CHARGED WITH VAPOURS PERVADED WITH THE ELECTRICITY GENERATED BY THE EVAPORATION OF SALINE WATERS," The atmosphere is charged with vapors, pervaded with the electricity generated by the evaporation of saline waters.",0.058823529411764705,0.2839059829711914,7.25,17
base,test-clean,1995-1837-0015,THE SQUARES OF COTTON SHARP EDGED HEAVY WERE JUST ABOUT TO BURST TO BOLLS, The squares of cotton sharp-edged heavy were just about to burst to bowls.,0.07142857142857142,0.24607276916503906,4.485,14
base,test-clean,237-126133-0004,IF SHE COULD ONLY SEE PHRONSIE FOR JUST ONE MOMENT, If she could only see Fronsi for just one moment.,0.1,0.22972416877746582,3.295,10
base,test-clean,1580-141083-0019,ABOVE WERE THREE STUDENTS ONE ON EACH STORY, Above were three students one on each story.,0.0,0.21199393272399902,2.705,8
base,test-clean,1284-1181-0002,THE HEAD OF THE PATCHWORK GIRL WAS THE MOST CURIOUS PART OF HER, The head of the patchwork girl was the most curious part of her.,0.0,0.23544692993164062,3.835,13
base,test-clean,8230-279154-0015,THEY MUST HAVE SOME CHARACTERISTIC WHICH MAKES US REGARD THEM AS REFERRING TO MORE OR LESS REMOTE PORTIONS OF THE PAST," They must have some characteristic, which makes us regard them as referring to more or less remote portions of the past.",0.0,0.2736539840698242,8.05,21
base,test-clean,6930-76324-0017,OH LET HIM COME ALONG SHE URGED I DO LOVE TO SEE HIM ABOUT THAT OLD HOUSE," Oh, let him come along, she urged. I do love to see him about that old house.",0.0,0.26733899116516113,5.41,17
base,test-clean,672-122797-0000,OUT IN THE WOODS STOOD A NICE LITTLE FIR TREE, out in the woods to the nice little firtry.,0.4,0.23682618141174316,4.07,10
base,test-clean,672-122797-0059,ONLY THAT ONE ANSWERED THE TREE, Only that one answered the tree.,0.0,0.20323920249938965,3.52,6
base,test-clean,3575-170457-0043,HOWEVER REMEMBERING WHAT YOU TOLD ME NAMELY THAT YOU HAD COMMENDED THE MATTER TO A HIGHER DECISION THAN OURS AND THAT YOU WERE RESOLVED TO SUBMIT WITH RESIGNATION TO THAT DECISION WHATEVER IT MIGHT BE I HOLD IT MY DUTY TO YIELD ALSO AND TO BE SILENT IT MAY BE ALL FOR THE BEST," However, remembering what you told me, namely that you had commended the matter to a higher decision than ours, and that you were resolved to submit with resignation to that decision whatever it might be, I hold it my duty to yield also and to be silent and may be all for the best.",0.018518518518518517,0.4763917922973633,19.0,54
base,test-clean,1284-1180-0014,OJO HAD NEVER EATEN SUCH A FINE MEAL IN ALL HIS LIFE, Ojo had never eaten such a fine meal in all his life.,0.0,0.24278807640075684,3.665,12
base,test-clean,3575-170457-0044,AFTER THIS DISAPPOINTMENT I NEVER DARE RECKON WITH CERTAINTY ON THE ENJOYMENT OF A PLEASURE AGAIN IT SEEMS AS IF SOME FATALITY STOOD BETWEEN YOU AND ME," After this disappointment, I never dare rock in with certainty on the enjoyment of a pleasure again. It seems as if some fatalities stood between you and me.",0.1111111111111111,0.3215799331665039,9.72,27
base,test-clean,61-70968-0058,WILL YOU FORGIVE ME NOW, Will you forgive me now?,0.0,0.20313000679016113,1.82,5
base,test-clean,4992-41797-0005,DONE HE AIN'T DONE A THING HE'D OUGHTER SENCE HE WAS BORN," Done, he ain't done a thing he orders since he was born.",0.25,0.23807001113891602,3.845,12
base,test-clean,5105-28241-0008,THE EARTH HAS UNDOUBTEDLY ENTERED UPON A NEW ORBIT BUT SHE IS NOT INCURRING ANY PROBABLE RISK OF BEING PRECIPITATED ONTO THE SUN," The earth has undoubtedly entered upon a new orbit, but she is not incurring any probable risk of being precipitated onto the sun.",0.0,0.28902506828308105,8.54,23
base,test-clean,121-127105-0017,IT WAS ALMOST THE TONE OF HOPE EVERYBODY WILL STAY, It was almost the tone of hope everybody will stay.,0.0,0.22692418098449707,2.695,10
base,test-clean,6829-68769-0052,HE MIGHT HAVE HAD THAT FORGED CHECK FOR THE FACE OF IT IF HE'D BEEN SHARP, He might have had that forge check for the face of it if he'd been sharp,0.0625,0.2445979118347168,4.6,16
base,test-clean,61-70968-0038,ROBIN FITZOOTH, Robin Fitzsouth,0.5,0.19500994682312012,2.05,2
base,test-clean,1580-141083-0044,I DARE NOT GO SO FAR AS THAT BUT OF THE THREE HE IS PERHAPS THE LEAST UNLIKELY," I dare not go so far as that, but of the three he is perhaps the least unlikely.",0.0,0.2538790702819824,5.505,18
base,test-other,7105-2330-0040,THE SEAT WAS LOST AFTER ALL BY A NARROW MAJORITY, This seat was lost after all by a narrow maturity.,0.2,0.21843600273132324,3.53,10
base,test-other,3528-168669-0063,WHERE INTO THE VAULT, Where? Into the vault.,0.0,0.1999831199645996,2.71,4
base,test-other,2414-159411-0013,LET THE TIGER EAT THE MAN FOR MEN HAVE NO PITY, Let the tiger eat the man for men have no pity.,0.0,0.2228102684020996,4.52,11
base,test-other,8188-269290-0038,SHE UTTERED HER STRANGE REMARK STANDING UP, She uttered a stream of mark standing up.,0.5714285714285714,0.2171919345855713,2.91,7
base,test-other,7975-280084-0014,AS TO THE REST OF THE AFFAIR INSIDE THE BANK I TAKE THE ACCOUNT OF A NORTHFIELD NARRATOR," As to the rest of the affair inside the bank, I take the account of a Northfield near Rader.",0.1111111111111111,0.28333473205566406,5.275,18
base,test-other,3528-168669-0030,THREE YEARS AGO MADAME DE BETHUNE A JANSENIST TURNED ORTHODOX MERELY FROM HAVING SEEN MOTHER CRUCIFIXION AT PRAYER AH," Three years ago, Madame de Bison, a Janssonist, turned orthodox, merely from having seen Mother Crucifixion at prayer. Ah!",0.10526315789473684,0.3253798484802246,8.745,19
base,test-other,533-131556-0008,YOU MAY GO MILICENT AND SHE'LL FOLLOW IN A WHILE MILICENT WENT," You may go, Millicent, and you'll follow in a while. Millicent Point.",0.3333333333333333,0.2707650661468506,5.29,12
base,test-other,3528-168669-0043,FATHER FAUVENT THE COMMUNITY HAS BEEN BLESSED IN MOTHER CRUCIFIXION," Father Fulvent, the community has been blessed in Mother Chris Fiction.",0.3,0.24692106246948242,4.16,10
base,test-other,2414-128292-0000,WHITHER HATH MY LONESOMENESS GONE SPAKE HE," Wither hat my loneliness cause, speak he",0.7142857142857143,0.22144293785095215,4.52,7
base,test-other,3005-163399-0030,THEN I SAYS TO MYSELF S'POSE TOM SAWYER COMES DOWN ON THAT BOAT," then I says to myself, Sposedime Sora comes down on that boat.",0.23076923076923078,0.2620267868041992,4.62,13
base,test-other,8461-258277-0011,KNOWEST THOU WHITHER HE WENT," No, it's not wither he went.",0.8,0.24481415748596191,2.42,5
base,test-other,1998-29455-0039,WHAT'S THAT THERE SAID DICKIE, or is that the sticky?,1.0,0.20006990432739258,2.365,5
base,test-other,3005-163389-0010,THE CROWD WASHED BACK SUDDEN AND THEN BROKE ALL APART AND WENT TEARING OFF EVERY WHICH WAY AND BUCK HARKNESS HE HEELED IT AFTER THEM LOOKING TOLERABLE CHEAP, The crowd washed back sudden and then broke all apart and went tearing off every which way and buck hearted us. He healed it after them looking tolerable cheap.,0.10714285714285714,0.31400322914123535,12.085,28
base,test-other,4852-28312-0003,HEAVY HAND HEWN BEAMS CROSSED IT FROM ONE SIDE TO THE OTHER, Heavy hand you and beams crossed it from one side to the other.,0.16666666666666666,0.2331552505493164,4.055,12
base,test-other,7902-96595-0003,GURR GLANCED ROUND TO SEE IF THE MEN WERE LOOKING AND THEN SAID RATHER HUSKILY BUT KINDLY, Gerglance drowned to see if the men were looking and then said that they're huskily beconily.,0.4117647058823529,0.2776970863342285,4.395,17
base,test-other,3080-5040-0002,SHE HAS TOLD NOW ALL THAT WAS TOLD HER BUT VOWS SHE WILL NEVER SAY FROM WHENCE SHE HAD IT WE SHALL SEE WHETHER HER RESOLUTIONS ARE AS UNALTERABLE AS THOSE OF MY LADY TALMASH," She has told now all that was told her, but vows she will never say from when she had it. We shall see whether her resolutions are as unalterable as those of my lady Talmash.",0.02857142857142857,0.3721961975097656,13.15,35
base,test-other,4350-9170-0013,EVEN IF THERE WAS ONCE A TIME WHEN OWING TO THE LOW STANDARD OF MORALS AND THE DISPOSITION OF MEN TO VIOLENCE THE EXISTENCE OF AN AUTHORITY TO RESTRAIN SUCH VIOLENCE WAS AN ADVANTAGE BECAUSE THE VIOLENCE OF GOVERNMENT WAS LESS THAN THE VIOLENCE OF INDIVIDUALS ONE CANNOT BUT SEE THAT THIS ADVANTAGE COULD NOT BE LASTING," Even if there was once a time when, owing to the low standards of morals and the disposition of men to violence, the existence of an authority to restrain such violence was an advantage, because the violence of the government was less than the violence of individuals. One cannot but see that this advantage could not be lasting.",0.03508771929824561,0.5386769771575928,15.405,57
base,test-other,3528-168669-0108,BUT YOU DO NOT UNDERSTAND ANY OF THE PEALS, But you do not understand any of the pills.,0.1111111111111111,0.22652697563171387,2.95,9
base,test-other,4294-14317-0003,I IN MY TURN FEEL THE SAME DESIRE AND HOPE TO PLAY MY PART LIKE THEM THEREFORE MY LORD GIVE ME THE LEAVE TO GO," I, in my turn, feel the same desire and hope to play my part like them. Therefore, my Lord, give me the leave to go.",0.0,0.312183141708374,7.44,25
base,test-other,8188-269290-0015,OH I WON'T LOCK YOU OUT SHE SAID BUT I MUST HAVE THE KEY," Oh, I won't lock you out, she said. But I must have the key.",0.0,0.26116299629211426,3.585,14
base,test-other,4294-9934-0026,THAT WILL BE SWALLOWING A TONGUE VERY FAST OR A HUNDRED SOUS VERY SLOWLY, That will be swallowing a tongue very fast or a hundred-sew very slowly.,0.07142857142857142,0.255479097366333,5.43,14
base,test-other,4198-61336-0019,THUS WAS URARTU CRIPPLED AND HUMILIATED IT NEVER REGAINED ITS FORMER PRESTIGE AMONG THE NORTHERN STATES, Thus was Eurotu crippled and humiliated. It never regained its form of prestige among the Northern states.,0.1875,0.2785451412200928,8.21,16
base,test-other,7975-280076-0026,I STAYED THERE UNTIL THE EIGHTH OF FEBRUARY EIGHTEEN SEVENTY FOUR," I stayed there until the 8th of February, 1874.",0.36363636363636365,0.23198628425598145,3.53,11
base,test-other,3997-180297-0016,WE NO LONGER BELONG TO OURSELVES, We no longer belong to ourselves.,0.0,0.20183300971984863,2.525,6
base,test-other,6128-63240-0013,SHE WAS ATTRACTIVE AND IMPERTINENT ESPECIALLY THE LATTER," She was attractive and impertinent, especially the latter.",0.0,0.22414207458496094,4.63,8
base,test-other,2414-128291-0024,THOU AMIABLE ONE, Theo Amiable One,0.3333333333333333,0.19550585746765137,2.245,3
base,test-other,7018-75788-0008,WE WEIGHED ANCHOR AND SHAHRAZAD PERCEIVED THE DAWN OF DAY AND CEASED SAYING HER PERMITTED SAY, We weighed anchor and Sharazard perceived the dawn of the day and ceased to say in her permitted say.,0.3125,0.2684929370880127,8.085,16
base,test-other,3997-180294-0022,HERE ARE MY ORDERS TO NIGHT AT THE VAUDEVILLE," Here are my orders, tonight at the Valleville.",0.3333333333333333,0.22919225692749023,4.005,9
base,test-other,7018-75788-0009,WHEN IT WAS THE FIVE HUNDRED AND FIFTY NINTH NIGHT, when it was the 559th night.,0.5,0.21356916427612305,3.405,10
base,test-other,1998-29455-0006,BUT I SHALL HAVE THEM WHILE THEY'RE ALIVE SAID DICKIE AS HE HAD SAID TO THE PAWNBROKER ABOUT THE MOONFLOWERS," But I shall have them while they are live, Setici, as you'd said to the pond broker about the moonflowers.",0.4,0.2976057529449463,6.115,20
base,test-other,6070-86744-0003,I CAN SCARCELY CREDIT IT, I can scarcely credit it.,0.0,0.20752692222595215,2.455,5
base,test-other,7902-96591-0018,YES IF OTHER WAYS FAILED HE COULD ESCAPE UP THE CHIMNEY," Yes, if other ways failed he could escape up the chimney.",0.0,0.23226094245910645,3.11,11
base,test-other,7975-280076-0027,I HAD NOT HEARD OF THAT WHEN I WROTE THE LETTER OF EIGHTEEN SEVENTY FOUR AND TO CORRECT ANY MISAPPREHENSION THAT MIGHT BE CREATED BY OMITTING IT I WILL SAY THAT AT THAT TIME I WAS AT NEOSHO KANSAS WITH A DROVE OF CATTLE WHICH I SOLD TO MAJOR RAY," I had not heard of that when I wrote the letter of 1874, and to correct any misapprehension that might be created by omitting it, I will say that at the time I was at the Osho Kansas with a drove of cattle which I sold to Major Ray.",0.12,0.4697129726409912,14.055063,50
base,test-other,6432-63722-0014,BUSTED HIS HEAD IN WITH A HEAVY CANDLESTICK ONE OF A PAIR, Mustard is head in with a heavy candle stick. Want to prepare.,0.5833333333333334,0.25736093521118164,3.84,12
base,test-other,5442-32873-0009,THERE DON'T MIND ME SHE SAID SHARPLY AND GETTING UP SHE LOOKED DOWN AT HER DRESS AND THIN SHOES AND SEEMING TO RECOLLECT HERSELF SHE TOOK THE CANDLE HE HAD JUST SET DOWN AND WENT SWIFTLY TO HER ROOM," There, don't mind me, she said sharply, and getting up she looked down at her dress and thin shoes. And seeming to recollect herself, she took the candle here just sat down and went speckly to her room.",0.10256410256410256,0.43645405769348145,12.26,39
base,test-other,3764-168671-0028,HE HAD HARDLY THE STRENGTH TO STAMMER, He had hardly the strength to stomach.,0.14285714285714285,0.21685194969177246,2.415,7
base,test-other,8188-269288-0053,ANNIE DID NOT MEAN TO CONFIDE IN ANYONE THAT NIGHT AND THE KINDEST THING WAS TO LEAVE HER ALONE, and he did not meet the confinement anyone that night. And the kindest thing was to leave her alone.,0.3157894736842105,0.27669620513916016,6.065,19
base,test-other,3528-168669-0126,AH THE DE EXCLAIMED FAUCHELEVENT, Aah neither exclaimed fresh hold on,1.2,1.1726982593536377,3.8,5
base,test-other,4350-10919-0028,NERVOUS IRRITABILITY HE SAID TO THE PRINCESS WHEN KITTY HAD LEFT THE ROOM HOWEVER I HAD FINISHED," Noobice irritability. He said to the princess, when he had left the room. However, I had finished...",0.11764705882352941,0.2973291873931885,5.935,17
base,test-other,1688-142285-0008,HIS FATHER DYING IN MISERABLE CIRCUMSTANCES, His father dying in miserable circumstances.,0.0,0.21304774284362793,4.135,6
small,test-clean,1580-141083-0028,THEN HE TOSSED IT DOWN AND SEIZED THE NEXT, Then he tossed it down and seized the next.,0.0,0.6074337959289551,2.585,9
small,test-clean,7021-79730-0004,THE MOTHER AS SOON AS THE CHAISE IS SO FAR TURNED THAT MARY CAN NO LONGER WATCH THE EXPRESSION OF HER COUNTENANCE GOES AWAY FROM THE DOOR WITH A SMILE OF COMPLACENCY AND SATISFACTION UPON HER FACE AT THE INGENUITY AND SUCCESS OF HER LITTLE ARTIFICE," The mother, as soon as the chase is so far turned that Mary can no longer watch the expression of her continents, goes away from the door with a smile of complacency and satisfaction on her face at the ingenuity and success of her little artifice.",0.06521739130434782,1.158721923828125,17.945,46
small,test-clean,4446-2273-0027,WHEN SHE FINISHED ALEXANDER SHOOK HIMSELF OUT OF A REVERIE," When she finished, Alexander shook himself out of a reverie.",0.0,0.608659029006958,3.76,10
small,test-clean,8230-279154-0001,WHAT IS CALLED PERCEPTION DIFFERS FROM SENSATION BY THE FACT THAT THE SENSATIONAL INGREDIENTS BRING UP HABITUAL ASSOCIATES IMAGES AND EXPECTATIONS OF THEIR USUAL CORRELATES ALL OF WHICH ARE SUBJECTIVELY INDISTINGUISHABLE FROM THE SENSATION," What is called perception differs from sensation by the fact that the sensational ingredients bring up habitual associates, images and expectations of their usual correlates, all of which are subjectively indistinguishable from the sensation.",0.0,1.011003017425537,17.38,34
small,test-clean,237-134493-0009,PLEASE WAIT FOR ME MARIE EMIL COAXED, Please wait for me Marie. Amyl Coxe.,0.2857142857142857,0.6189250946044922,2.975,7
small,test-clean,5142-36377-0005,THE DOOR OPENED AGAIN WHILE I WAS STILL STUDYING THE TWO BROTHERS WITHOUT I HONESTLY CONFESS BEING VERY FAVORABLY IMPRESSED BY EITHER OF THEM," The door opened again while I was still studying the two brothers. Without, I honestly confess, being very favorably impressed by either of them.",0.0,0.8372869491577148,7.085,24
small,test-clean,4446-2273-0034,HE FELT A TREMOR RUN THROUGH THE SLENDER YELLOW FIGURE IN FRONT OF HIM, He felt a tremor run through the slender yellow figure in front of him.,0.0,0.6601169109344482,3.59,14
small,test-clean,4077-13751-0005,NEVERTHELESS THE MUSTARD SEED AMONG THE SMALLEST OF ALL SEEDS HAS ATTAINED THE PROPORTIONS OF A TREE AND THE BIRDS OF THE AIR ARE NESTING IN ITS BRANCHES THE ACORN IS NOW AN OAK OFFERING PROTECTION AND THE SWEETS OF SATISFACTION TO EVERY EARNEST PILGRIM JOURNEYING ITS WAY FOR TRUTH," Nevertheless, the mustard seed, among the smallest of all seeds, has attained the proportions of a tree, and the birds of the air are nesting in its branches. The acorn is now in oak, offering protection and the sweets of satisfaction to every earnest pilgrim journeying its way for truth.",0.02,1.271245002746582,19.61,50
small,test-clean,7176-88083-0000,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES," All about him was a tumult of bright and broken color, scattered and broad splashes.",0.06666666666666667,0.6757228374481201,5.695,15
small,test-clean,8463-294828-0035,AND SO IF I'D BEEN DELAYED BY A QUARTER OF AN HOUR OR EVEN LESS THE FRIGATE WOULD HAVE GONE WITHOUT ME AND I WOULD HAVE MISSED OUT ON THIS UNEARTHLY EXTRAORDINARY AND INCONCEIVABLE EXPEDITION WHOSE TRUE STORY MIGHT WELL MEET WITH SOME SKEPTICISM," And so, if I had been delayed by a quarter of an hour or even less, the frigate would have gone without me, and I would have missed out on this unearthly, extraordinary, and inconceivable expedition, whose true story might well meet with some skepticism.",0.045454545454545456,1.227937936782837,14.955,44
small,test-clean,5142-33396-0033,YOU WOULD NOT EAT WITH US YOU CANNOT SAY NO TO HALF OF MY ALE I DRINK THIS TO YOUR HEALTH, You would not eat with us. You cannot say no to half of my ale. I drink this to your health.,0.0,0.7401678562164307,5.28,21
small,test-clean,4970-29093-0010,HE HAD NO FRIEND WISE ENOUGH TO TELL HIM TO STEP INTO THE DORKING CONVENTION THEN IN SESSION MAKE A SKETCH OF THE MEN AND WOMEN ON THE PLATFORM AND TAKE IT TO THE EDITOR OF THE DAILY GRAPEVINE AND SEE WHAT HE COULD GET A LINE FOR IT," He had no friend wise enough to tell him to step into the dorking convention, then in session, make a sketch of the men and women on the platform, and take it to the editor of the Daily Grapevine and see what he could get a line for it.",0.0,1.2150988578796387,14.3,49
small,test-clean,3729-6852-0010,I NEVER HAD ANY FAMILY, I never had any family.,0.0,0.5176699161529541,2.755,5
small,test-clean,3575-170457-0051,AT TEA TIME THEY WERE SAD AND SILENT AND THE MEAL WENT AWAY UNTOUCHED BY ANY OF THE THREE, At tea time they were sad and silent and the meal went away untouched by any of the three.,0.0,0.7086062431335449,4.915,19
small,test-clean,5105-28233-0000,LENGTH OF SERVICE FOURTEEN YEARS THREE MONTHS AND FIVE DAYS," Length of service, 14 years, 3 months, and 5 days.",0.3,0.6591479778289795,4.51,10
small,test-clean,5639-40744-0018,THAT WOULD BE VERY WELL MY CHILD REPLIED HER FATHER IF YOUR PLAN WERE NOT LIABLE TO BE FRUSTRATED BY ORDINARY CUNNING BUT NO DOUBT THIS IMAGE HAS BEEN ALREADY MISSED BY ITS OWNER AND HE WILL HAVE SET IT DOWN FOR CERTAIN THAT IT WAS TAKEN OUT OF THE ROOM BY THE PERSON HE LOCKED UP THERE," That would be very well, my child, replied her father, if your plan were not liable to be frustrated by ordinary cunning. But no doubt this image had been already missed by its owner, and he will have set it down for certain that it was taken out of the room by the person he locked up there.",0.017241379310344827,1.306584119796753,15.414938,58
small,test-clean,8555-292519-0009,HO YE SAILS THAT SEEM TO WANDER IN DREAM FILLED MEADOWS SAY IS THE SHORE WHERE I STAND THE ONLY FIELD OF STRUGGLE OR ARE YE HIT AND BATTERED OUT THERE BY WAVES AND WIND GUSTS AS YE TACK OVER A CLASHING SEA OF WATERY ECHOES," Ho! ye sales that seem to wander in dream-filled meadows, Say, is this shore where I stand the only field of struggle, Or are ye hit and battered out there by waves and wind gusts As ye tech over a clashing sea of watery echoes?",0.06521739130434782,1.2101969718933105,17.965,46
small,test-clean,1580-141084-0043,HE PUT HIS SHOES ON THE TABLE, He put his shoes on the table.,0.0,0.547083854675293,2.065,7
small,test-clean,237-134493-0007,ALEXANDRA LETS YOU SLEEP LATE, Alexandra lets you sleep late.,0.0,0.5417511463165283,2.035,5
small,test-clean,7176-92135-0029,I WANT TO GET AWAY FROM IT ALL SWOONS, I want to get away from it all. Swoon.,0.1111111111111111,0.6024389266967773,2.985,9
small,test-clean,1580-141083-0042,MY SCHOLAR HAS BEEN LEFT VERY POOR BUT HE IS HARD WORKING AND INDUSTRIOUS HE WILL DO WELL," My scholar has been left very poor, but he is hardworking and industrious. He will do well.",0.1111111111111111,0.7417280673980713,5.865,18
small,test-clean,260-123288-0002,THE ATMOSPHERE IS CHARGED WITH VAPOURS PERVADED WITH THE ELECTRICITY GENERATED BY THE EVAPORATION OF SALINE WATERS, The atmosphere is charged with vapors pervaded with the electricity generated by the evaporation of saline waters.,0.058823529411764705,0.7565548419952393,7.25,17
small,test-clean,1995-1837-0015,THE SQUARES OF COTTON SHARP EDGED HEAVY WERE JUST ABOUT TO BURST TO BOLLS, The squares of cotton sharp-edged heavy were just about to burst to bowls.,0.07142857142857142,0.699160099029541,4.485,14
small,test-clean,237-126133-0004,IF SHE COULD ONLY SEE PHRONSIE FOR JUST ONE MOMENT, if she could only see Franzi for just one moment.,0.1,0.6259357929229736,3.295,10
small,test-clean,1580-141083-0019,ABOVE WERE THREE STUDENTS ONE ON EACH STORY," Above were three students, one on each story.",0.0,0.6534051895141602,2.705,8
small,test-clean,1284-1181-0002,THE HEAD OF THE PATCHWORK GIRL WAS THE MOST CURIOUS PART OF HER, The head of the patchwork girl was the most curious part of her.,0.0,0.6943118572235107,3.835,13
small,test-clean,8230-279154-0015,THEY MUST HAVE SOME CHARACTERISTIC WHICH MAKES US REGARD THEM AS REFERRING TO MORE OR LESS REMOTE PORTIONS OF THE PAST," They must have some characteristic, which makes us regard them as referring to more or less remote portions of the past.",0.0,0.7565560340881348,8.05,21
small,test-clean,6930-76324-0017,OH LET HIM COME ALONG SHE URGED I DO LOVE TO SEE HIM ABOUT THAT OLD HOUSE," Oh, let him come along, she urged. I do love to see him about that old house.",0.0,0.7390689849853516,5.41,17
small,test-clean,672-122797-0000,OUT IN THE WOODS STOOD A NICE LITTLE FIR TREE, Out in the woods stood a nice little fir tree.,0.0,0.5982871055603027,4.07,10
small,test-clean,672-122797-0059,ONLY THAT ONE ANSWERED THE TREE, Only that one answered the tree.,0.0,0.5420289039611816,3.52,6
small,test-clean,3575-170457-0043,HOWEVER REMEMBERING WHAT YOU TOLD ME NAMELY THAT YOU HAD COMMENDED THE MATTER TO A HIGHER DECISION THAN OURS AND THAT YOU WERE RESOLVED TO SUBMIT WITH RESIGNATION TO THAT DECISION WHATEVER IT MIGHT BE I HOLD IT MY DUTY TO YIELD ALSO AND TO BE SILENT IT MAY BE ALL FOR THE BEST," However, remembering what you told me, namely that you had commended the matter to a higher decision than ours, and that you were resolved to submit with resignation to that decision, whatever it might be, I hold it my duty to yield also and to be silent, and may be all for the best.",0.018518518518518517,1.2787132263183594,19.0,54
small,test-clean,1284-1180-0014,OJO HAD NEVER EATEN SUCH A FINE MEAL IN ALL HIS LIFE, Ojo had never eaten such a fine meal in all his life.,0.0,0.6137638092041016,3.665,12
small,test-clean,3575-170457-0044,AFTER THIS DISAPPOINTMENT I NEVER DARE RECKON WITH CERTAINTY ON THE ENJOYMENT OF A PLEASURE AGAIN IT SEEMS AS IF SOME FATALITY STOOD BETWEEN YOU AND ME," After this disappointment, I never dare reckon with certainty on the enjoyment of a pleasure again. It seems as if some fatality stood between you and me.",0.0,0.8877050876617432,9.72,27
small,test-clean,61-70968-0058,WILL YOU FORGIVE ME NOW, Will you forgive me now?,0.0,0.5448122024536133,1.82,5
small,test-clean,4992-41797-0005,DONE HE AIN'T DONE A THING HE'D OUGHTER SENCE HE WAS BORN, Done. He ain't done a thing he ordered since he was born.,0.25,0.6361789703369141,3.845,12
small,test-clean,5105-28241-0008,THE EARTH HAS UNDOUBTEDLY ENTERED UPON A NEW ORBIT BUT SHE IS NOT INCURRING ANY PROBABLE RISK OF BEING PRECIPITATED ONTO THE SUN," The Earth has undoubtedly entered upon a new orbit, but she is not incurring any probable risk of being precipitated onto the Sun.",0.0,0.8158490657806396,8.54,23
small,test-clean,121-127105-0017,IT WAS ALMOST THE TONE OF HOPE EVERYBODY WILL STAY, It was almost the tone of hope. Everybody will stay.,0.0,0.6083540916442871,2.695,10
small,test-clean,6829-68769-0052,HE MIGHT HAVE HAD THAT FORGED CHECK FOR THE FACE OF IT IF HE'D BEEN SHARP, He might have had that forged check for the face of it if he'd been sharp,0.0,0.6617419719696045,4.6,16
small,test-clean,61-70968-0038,ROBIN FITZOOTH, Robin Fitzsuth,0.5,0.5207500457763672,2.05,2
small,test-clean,1580-141083-0044,I DARE NOT GO SO FAR AS THAT BUT OF THE THREE HE IS PERHAPS THE LEAST UNLIKELY," I dare not go so far as that, but of the three, he is perhaps the least unlikely.",0.0,0.7038159370422363,5.505,18
small,test-other,7105-2330-0040,THE SEAT WAS LOST AFTER ALL BY A NARROW MAJORITY, This seat was lost after all by a narrow maturity.,0.2,0.5918090343475342,3.53,10
small,test-other,3528-168669-0063,WHERE INTO THE VAULT, Where? Into the vault.,0.0,0.5520319938659668,2.71,4
small,test-other,2414-159411-0013,LET THE TIGER EAT THE MAN FOR MEN HAVE NO PITY," Let the tiger eat the man, for men have no pity.",0.0,0.6144669055938721,4.52,11
small,test-other,8188-269290-0038,SHE UTTERED HER STRANGE REMARK STANDING UP," She uttered her streamer mark, standing up.",0.2857142857142857,0.593019962310791,2.91,7
small,test-other,7975-280084-0014,AS TO THE REST OF THE AFFAIR INSIDE THE BANK I TAKE THE ACCOUNT OF A NORTHFIELD NARRATOR," As to the rest of the affair inside the bank, I take the account of a Northfield narrator.",0.0,0.71852707862854,5.275,18
small,test-other,3528-168669-0030,THREE YEARS AGO MADAME DE BETHUNE A JANSENIST TURNED ORTHODOX MERELY FROM HAVING SEEN MOTHER CRUCIFIXION AT PRAYER AH," Three years ago, Madame de Bassoon, a Jensenist, turned Orthodox merely from having seen Mother Crucifixion at prayer. Ah!",0.10526315789473684,0.8833441734313965,8.745,19
small,test-other,533-131556-0008,YOU MAY GO MILICENT AND SHE'LL FOLLOW IN A WHILE MILICENT WENT," You may go, Millicent, until following a while. Millicent went.",0.5,0.7131772041320801,5.29,12
small,test-other,3528-168669-0043,FATHER FAUVENT THE COMMUNITY HAS BEEN BLESSED IN MOTHER CRUCIFIXION," Father Fulvent, the community has been blessed in Mother crucifixion.",0.1,0.6773819923400879,4.16,10
small,test-other,2414-128292-0000,WHITHER HATH MY LONESOMENESS GONE SPAKE HE," With her hat, my lonesomeness gone, specky.",0.7142857142857143,0.6468331813812256,4.52,7
small,test-other,3005-163399-0030,THEN I SAYS TO MYSELF S'POSE TOM SAWYER COMES DOWN ON THAT BOAT," Then I says to myself, Suppose time's over, it comes down on that boat.",0.3076923076923077,0.7042109966278076,4.62,13
small,test-other,8461-258277-0011,KNOWEST THOU WHITHER HE WENT, No was thou wither he went.,0.6,0.5635278224945068,2.42,5
small,test-other,1998-29455-0039,WHAT'S THAT THERE SAID DICKIE," What's that there, Satyaki?",0.4,0.5674128532409668,2.365,5
